,location,total_sqft,bath,price,bhk
6596,Sarjapura - Attibele Road,740.0,1.0,23.65,1
6598,Sector 2 HSR Layout,1296.0,2.0,75.0,2
6599,Sector 2 HSR Layout,1143.0,2.0,65.0,2
6600,Sector 2 HSR Layout,1146.0,2.0,55.0,2
6601,Sector 2 HSR Layout,1665.0,3.0,110.0,3
6603,Sector 2 HSR Layout,1332.0,2.0,101.0,2
6605,Sector 2 HSR Layout,1095.0,2.0,85.41,2
6606,Sector 2 HSR Layout,1231.0,2.0,66.0,2
6607,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6608,Sector 7 HSR Layout,1760.0,3.0,145.0,3
6609,Sector 7 HSR Layout,1163.0,2.0,98.86,2
6610,Sector 7 HSR Layout,1342.0,2.0,115.0,2
6611,Sector 7 HSR Layout,1760.0,3.0,160.0,3
6612,Sector 7 HSR Layout,1760.0,3.0,142.0,3
6613,Sector 7 HSR Layout,2400.0,2.0,195.0,3
6614,Sector 7 HSR Layout,1760.0,3.0,185.0,3
6615,Sector 7 HSR Layout,1162.0,2.0,98.77,2
6616,Seegehalli,901.0,2.0,35.14,2
6618,Seegehalli,800.0,1.0,50.0,2
6620,Seegehalli,1118.0,2.0,37.5,2
6621,Seegehalli,1200.0,2.0,62.0,3
6622,Seegehalli,1155.0,2.0,72.0,2
6624,Seegehalli,4000.0,3.0,235.0,3
6625,Seegehalli,3000.0,5.0,150.0,4
6627,Seegehalli,1096.0,2.0,41.0,2
6629,Seegehalli,920.0,2.0,27.0,2
6631,Seegehalli,1639.0,3.0,120.0,3
6632,Seegehalli,3000.0,4.0,235.0,3
6633,Seegehalli,1134.0,2.0,45.0,2
6635,Seegehalli,2400.0,4.0,240.0,3
6636,Seegehalli,1176.0,2.0,50.0,2
6637,Seegehalli,3000.0,4.0,240.0,3
6638,Shampura,2650.0,4.0,150.0,4
6639,Shampura,1200.0,2.0,53.0,2
6640,Shampura,700.0,1.0,35.0,2
6641,Shampura,1400.0,3.0,70.0,3
6642,Shampura,1475.0,3.0,78.0,3
6643,Shampura,1700.0,3.0,75.0,3
6644,Shampura,1187.0,2.0,42.0,2
6645,Shampura,2800.0,5.0,95.0,7
6646,Shivaji Nagar,850.0,2.0,55.0,2
6647,Shivaji Nagar,1554.0,3.0,130.0,2
6648,Shivaji Nagar,2200.0,2.0,110.0,2
6649,Shivaji Nagar,1300.0,3.0,170.0,3
6650,Shivaji Nagar,703.0,2.0,49.5,2
6651,Shivaji Nagar,1460.0,2.0,90.0,3
6652,Shivaji Nagar,600.0,1.0,65.0,2
6653,Singasandra,1010.0,2.0,29.5,2
6655,Singasandra,1030.0,2.0,55.0,2
6656,Singasandra,1100.0,2.0,52.0,2
6658,Singasandra,3366.0,4.0,120.0,4
6659,Singasandra,1300.0,2.0,65.0,2
6660,Singasandra,3126.0,4.0,120.0,4
6662,Singasandra,1010.0,2.0,40.0,2
6663,Singasandra,1375.0,2.0,58.0,2
6664,Singasandra,1120.0,2.0,60.0,2
6665,Singasandra,1099.0,2.0,37.5,2
6666,Singasandra,1510.0,3.0,75.0,3
6667,Singasandra,1179.0,2.0,56.0,2
6668,Singasandra,1416.0,2.0,67.0,2
6669,Singasandra,1476.0,2.0,73.0,3
6670,Singasandra,1139.7,2.0,45.0,2
6671,Singasandra,1465.0,2.0,60.0,2
6673,Singasandra,1653.0,3.0,85.0,3
6674,Somasundara Palya,1255.0,2.0,67.0,2
6675,Somasundara Palya,1448.0,2.0,68.0,2
6677,Somasundara Palya,1178.0,2.0,73.0,2
6678,Somasundara Palya,1260.0,2.0,60.0,2
6679,Somasundara Palya,1174.0,2.0,74.0,2
6680,Somasundara Palya,1033.0,2.0,48.0,2
6681,Somasundara Palya,1329.0,2.0,70.0,2
6682,Somasundara Palya,1178.0,2.0,78.0,2
6683,Somasundara Palya,1185.0,2.0,70.0,2
6686,Somasundara Palya,1200.0,2.0,75.0,2
6689,Somasundara Palya,1650.0,3.0,95.0,3
6690,Somasundara Palya,1186.0,2.0,72.0,2
6691,Somasundara Palya,1186.0,2.0,76.0,2
6693,Somasundara Palya,1140.0,2.0,46.0,2
6694,Somasundara Palya,1185.0,2.0,75.0,2
6695,Sompura,1025.0,2.0,48.0,3
6696,Sompura,1025.0,2.0,37.0,3
6697,Sompura,1020.0,2.0,41.0,2
6698,Sompura,1275.0,3.0,59.0,3
6699,Sompura,1126.0,2.0,39.0,2
6700,Sompura,1350.0,3.0,65.0,3
6701,Sompura,2150.0,3.0,85.0,4
6703,Sonnenahalli,896.0,2.0,43.75,2
6704,Sonnenahalli,1268.0,2.0,73.0,2
6705,Sonnenahalli,1120.0,2.0,43.0,2
6706,Sonnenahalli,1100.0,2.0,44.0,2
6707,Sonnenahalli,1011.0,2.0,50.53,2
6708,Sonnenahalli,1157.0,2.0,42.0,2
6711,Sonnenahalli,1059.0,2.0,62.0,2
6712,Sonnenahalli,1268.0,2.0,75.0,3
6714,Sonnenahalli,1268.0,2.0,58.0,2
6715,Sonnenahalli,1268.0,2.0,56.0,2
6716,Sonnenahalli,1011.0,2.0,59.0,2
6718,Subramanyapura,929.0,2.0,50.17,2
6719,Subramanyapura,975.0,2.0,58.0,2
6720,Subramanyapura,985.0,2.0,58.0,2
6722,Subramanyapura,1313.0,2.0,73.0,2
6723,Subramanyapura,1313.0,2.0,66.5,2
6724,Subramanyapura,1255.0,2.0,79.0,3
6725,Subramanyapura,1050.0,2.0,41.0,2
6727,Subramanyapura,929.0,2.0,48.0,2
6728,Subramanyapura,950.0,2.0,55.0,2
6729,Subramanyapura,929.0,2.0,56.0,2
6731,Subramanyapura,1260.0,2.0,76.0,3
6733,Subramanyapura,958.0,2.0,34.49,2
6734,Subramanyapura,958.0,2.0,33.53,2
6735,Subramanyapura,960.0,2.0,55.0,2
6739,Subramanyapura,929.0,2.0,49.0,2
6740,Subramanyapura,1260.0,2.0,75.0,3
6741,Subramanyapura,1000.0,2.0,45.0,2
6742,Subramanyapura,1260.0,2.0,80.0,3
6743,Subramanyapura,929.0,1.0,51.0,2
6744,Subramanyapura,1880.0,3.0,110.0,3
6745,Subramanyapura,985.0,2.0,62.5,2
6746,Sultan Palaya,1700.0,3.0,120.0,3
6747,Sultan Palaya,1100.0,2.0,40.0,2
6748,Sultan Palaya,1800.0,8.0,175.0,6
6749,Sultan Palaya,1100.0,2.0,45.0,2
6750,Sultan Palaya,900.0,2.0,45.0,2
6751,Sultan Palaya,870.0,2.0,65.0,2
6753,Sultan Palaya,1713.0,3.0,125.0,3
6754,Sultan Palaya,1009.0,2.0,65.0,2
6755,Sultan Palaya,1070.0,2.0,49.0,2
6756,Sultan Palaya,2200.0,3.0,80.0,4
6757,TC Palaya,1475.0,3.0,98.0,3
6758,TC Palaya,1200.0,2.0,60.0,2
6763,TC Palaya,1240.0,2.0,60.0,2
6764,TC Palaya,1500.0,2.0,100.0,3
6765,TC Palaya,1200.0,2.0,65.0,2
6766,TC Palaya,1200.0,2.0,70.0,2
6767,TC Palaya,900.0,2.0,55.0,2
6770,TC Palaya,1000.0,2.0,64.0,2
6772,TC Palaya,900.0,2.0,55.0,2
6773,TC Palaya,1200.0,2.0,66.0,2
6774,TC Palaya,1500.0,2.0,120.0,3
6777,TC Palaya,900.0,2.0,55.0,2
6779,TC Palaya,900.0,2.0,55.0,2
6782,TC Palaya,1200.0,2.0,65.0,2
6783,TC Palaya,1500.0,2.0,75.0,2
6785,TC Palaya,1000.0,2.0,70.0,2
6786,TC Palaya,1100.0,2.0,65.0,2
6790,TC Palaya,1800.0,2.0,80.0,2
6792,TC Palaya,1200.0,2.0,70.0,2
6793,TC Palaya,1350.0,1.0,55.0,1
6794,TC Palaya,900.0,2.0,55.0,2
6795,TC Palaya,900.0,2.0,55.0,2
6797,TC Palaya,1082.0,2.0,64.0,2
6801,TC Palaya,1152.0,2.0,55.0,2
6802,TC Palaya,1126.0,2.0,39.4,2
6807,Talaghattapura,1868.0,3.0,131.0,3
6808,Talaghattapura,2106.0,3.0,126.0,3
6809,Talaghattapura,2254.0,3.0,170.0,3
6810,Talaghattapura,1868.0,3.0,121.0,3
6811,Talaghattapura,2106.0,3.0,126.0,3
6812,Talaghattapura,1868.0,3.0,135.0,3
6813,Talaghattapura,1856.0,3.0,135.0,3
6814,Talaghattapura,1868.0,3.0,120.0,3
6815,Talaghattapura,2254.0,3.0,170.0,3
6816,Talaghattapura,2254.0,3.0,170.0,3
6817,Talaghattapura,1804.0,3.0,115.0,3
6818,Talaghattapura,951.0,2.0,30.43,2
6819,Talaghattapura,1856.0,3.0,135.0,3
6820,Talaghattapura,2254.0,3.0,153.0,3
6821,Talaghattapura,2106.0,3.0,148.0,3
6822,Talaghattapura,921.0,2.0,29.47,2
6823,Talaghattapura,1856.0,3.0,135.0,3
6824,Talaghattapura,2273.0,3.0,159.0,3
6825,Talaghattapura,2099.0,3.0,147.0,3
6826,Talaghattapura,1040.0,2.0,33.28,2
6827,Talaghattapura,1100.0,2.0,50.0,2
6828,Talaghattapura,1100.0,2.0,49.49,2
6829,Talaghattapura,1575.0,3.0,80.0,3
6830,Talaghattapura,2273.0,3.0,145.0,3
6831,Talaghattapura,921.0,2.0,29.47,2
6832,Talaghattapura,1175.0,2.0,62.0,2
6833,Talaghattapura,1804.0,3.0,127.0,3
6834,Talaghattapura,1062.0,2.0,42.48,2
6835,Talaghattapura,1800.0,3.0,84.0,3
6836,Talaghattapura,2265.0,3.0,159.0,3
6837,Talaghattapura,2099.0,3.0,134.0,3
6840,Thanisandra,1427.0,3.0,120.0,3
6841,Thanisandra,2144.0,3.0,145.0,3
6844,Thanisandra,1702.0,3.0,130.0,3
6848,Thanisandra,1825.0,3.0,100.0,3
6849,Thanisandra,2144.0,3.0,135.0,3
6853,Thanisandra,1265.0,2.0,79.0,3
6854,Thanisandra,1651.0,3.0,97.38,3
6856,Thanisandra,1564.0,3.0,101.0,3
6858,Thanisandra,1847.0,3.0,123.0,3
6860,Thanisandra,1697.0,3.0,114.0,3
6862,Thanisandra,3500.0,5.0,160.0,6
6863,Thanisandra,1573.0,3.0,95.0,3
6864,Thanisandra,1917.0,3.0,122.0,3
6865,Thanisandra,693.0,1.0,34.3,1
6867,Thanisandra,760.0,1.0,50.3,1
6869,Thanisandra,2002.0,3.0,112.0,3
6871,Thanisandra,2000.0,3.0,99.0,3
6874,Thanisandra,1697.0,3.0,115.0,3
6875,Thanisandra,1380.0,1.0,62.1,1
6876,Thanisandra,923.0,1.0,60.84,1
6877,Thanisandra,1743.0,3.0,93.25,3
6878,Thanisandra,923.0,1.0,45.69,1
6882,Thanisandra,1874.0,4.0,130.0,3
6883,Thanisandra,1698.0,3.0,102.0,3
6884,Thanisandra,1411.0,3.0,93.04,3
6885,Thanisandra,1996.0,3.0,135.0,3
6886,Thanisandra,1801.0,3.0,115.0,3
6887,Thanisandra,1678.0,3.0,125.0,3
6890,Thanisandra,1917.0,4.0,113.0,3
6892,Thanisandra,1948.0,3.0,130.0,3
6893,Thanisandra,1690.0,3.0,125.0,3
6895,Thanisandra,1922.0,3.0,106.0,3
6899,Thanisandra,1564.0,3.0,104.0,3
6901,Thanisandra,1200.0,2.0,65.0,3
6903,Thanisandra,1917.0,4.0,100.0,3
6905,Thanisandra,2127.0,3.0,135.0,3
6907,Thanisandra,693.0,1.0,34.3,1
6908,Thanisandra,2259.0,5.0,135.0,4
6915,Thanisandra,1595.0,3.0,110.0,3
6916,Thanisandra,1411.0,3.0,93.15,3
6922,Thanisandra,1698.0,3.0,107.0,3
6923,Thanisandra,1564.0,3.0,105.0,3
6926,Thanisandra,1546.0,3.0,95.0,3
6927,Thanisandra,1697.0,3.0,110.0,3
6928,Thanisandra,1492.0,3.0,88.0,3
6929,Thanisandra,2072.0,3.0,122.0,3
6930,Thanisandra,1595.0,3.0,120.0,3
6931,Thanisandra,1880.0,3.0,120.0,3
6932,Thanisandra,760.0,1.0,50.0,1
6934,Thanisandra,1800.0,4.0,125.0,3
6935,Thanisandra,933.0,2.0,58.0,1
6936,Thanisandra,1917.0,3.0,110.0,3
6937,Thanisandra,1996.0,4.0,123.0,3
6939,Thanisandra,1491.0,3.0,88.0,3
6941,Thanisandra,662.0,1.0,29.0,1
6943,Thanisandra,1564.0,3.0,100.0,3
6944,Thanisandra,1573.0,3.0,98.0,3
6945,Thanisandra,1262.0,2.0,83.0,3
6947,Thanisandra,1702.0,3.0,115.0,3
6949,Thanisandra,1935.0,4.0,122.0,3
6953,Thanisandra,662.0,1.0,38.0,1
6955,Thanisandra,1595.0,3.0,105.0,3
6958,Thanisandra,2087.0,4.0,139.0,3
6961,Thanisandra,1411.0,3.0,93.25,3
6964,Thanisandra,1732.0,3.0,112.0,3
6965,Thanisandra,933.0,2.0,66.0,2
6966,Thanisandra,933.0,1.0,61.0,1
6967,Thanisandra,1702.0,3.0,107.0,3
6968,Thanisandra,2030.0,4.0,125.0,3
6970,Thanisandra,1411.0,3.0,100.0,3
6971,Thanisandra,1702.0,3.0,120.0,3
6974,Thanisandra,1948.0,4.0,129.0,4
6975,Thanisandra,3600.0,9.0,125.0,8
6976,Thanisandra,1573.0,3.0,90.0,3
6979,Thanisandra,1595.0,3.0,96.0,3
6980,Thanisandra,1698.0,3.0,125.0,3
6986,Thanisandra,1261.0,2.0,80.0,3
6987,Thanisandra,1884.0,4.0,117.0,3
6989,Thanisandra,1930.0,4.0,122.0,3
6990,Thanisandra,1241.0,2.0,68.0,3
6991,Thanisandra,2999.97,6.0,110.0,6
6992,Thanisandra,1930.0,4.0,120.0,3
6993,Thanisandra,760.0,1.0,50.4,1
6994,Thanisandra,663.0,1.0,32.82,1
6995,Thanisandra,1801.0,3.0,115.0,3
6996,Thanisandra,1806.0,6.0,116.0,3
6997,Thanisandra,1573.0,3.0,115.0,3
7000,Thanisandra,1965.0,4.0,125.0,3
7001,Thanisandra,1694.0,3.0,125.0,3
7002,Thanisandra,1573.0,3.0,100.0,3
7004,Thanisandra,1917.0,4.0,130.0,4
7006,Thigalarapalya,2072.0,4.0,142.0,3
7007,Thigalarapalya,1297.0,2.0,112.0,2
7008,Thigalarapalya,1297.0,2.0,103.0,2
7009,Thigalarapalya,1418.0,2.0,95.0,2
7010,Thigalarapalya,2072.0,4.0,150.0,3
7011,Thigalarapalya,1418.0,2.0,103.0,2
7012,Thigalarapalya,1418.0,2.0,101.0,2
7013,Thigalarapalya,1165.0,2.0,95.0,2
7014,Thigalarapalya,1418.0,2.0,104.0,2
7015,Thigalarapalya,2072.0,4.0,139.0,3
7016,Thigalarapalya,2912.0,6.0,210.0,4
7017,Thigalarapalya,1418.0,2.0,103.0,2
7018,Thigalarapalya,2072.0,4.0,159.0,3
7019,Thigalarapalya,2072.0,4.0,147.0,3
7020,Thigalarapalya,1418.0,2.0,106.0,2
7021,Thigalarapalya,2215.0,4.0,156.0,3
7022,Thigalarapalya,1418.0,2.0,104.0,2
7023,Thigalarapalya,1418.0,2.0,105.0,2
7024,Thigalarapalya,1418.0,2.0,104.0,2
7025,Thigalarapalya,2072.0,4.0,139.0,3
7026,Thigalarapalya,2215.0,4.0,160.0,3
7027,Thigalarapalya,1418.0,2.0,106.0,2
7028,Thigalarapalya,2072.0,4.0,155.0,3
7029,Thigalarapalya,1830.0,4.0,150.0,3
7030,Thigalarapalya,1830.0,4.0,135.0,3
7031,Thigalarapalya,1418.0,2.0,105.0,2
7032,Thigalarapalya,2072.0,4.0,160.0,3
7033,Thigalarapalya,2215.0,4.0,150.0,3
7034,Thigalarapalya,1245.0,2.0,100.0,2
7035,Thigalarapalya,2215.0,4.0,154.0,3
7036,Thigalarapalya,2072.0,4.0,152.0,3
7037,Thigalarapalya,2072.0,4.0,160.0,3
7038,Thigalarapalya,2072.0,4.0,155.0,3
7039,Thigalarapalya,2072.0,4.0,153.0,3
7040,Thigalarapalya,2215.0,4.0,150.0,3
7041,Thigalarapalya,2072.0,4.0,157.0,3
7042,Thigalarapalya,1418.0,2.0,105.0,2
7043,Thigalarapalya,1245.0,2.0,100.0,2
7044,Thigalarapalya,1830.0,4.0,150.0,3
7045,Thigalarapalya,1830.0,3.0,133.0,3
7046,Thigalarapalya,2215.0,4.0,154.0,3
7047,Thigalarapalya,2215.0,4.0,157.0,3
7048,Thigalarapalya,2072.0,4.0,151.0,3
7049,Thigalarapalya,1400.0,2.0,105.0,2
7050,Thigalarapalya,2215.0,4.0,162.0,3
7051,Thigalarapalya,1297.0,2.0,98.0,2
7052,Thigalarapalya,2215.0,4.0,152.0,3
7053,Thubarahalli,1200.0,2.0,78.0,2
7054,Thubarahalli,1128.0,2.0,75.0,2
7055,Thubarahalli,1185.0,2.0,65.0,2
7056,Thubarahalli,1626.0,2.0,120.0,3
7057,Thubarahalli,975.0,2.0,55.0,2
7058,Thubarahalli,1330.0,2.0,75.0,2
7059,Thubarahalli,1085.0,2.0,70.0,2
7060,Thubarahalli,1216.0,2.0,80.0,2
7061,Thubarahalli,1200.0,2.0,79.0,2
7062,Thubarahalli,1200.0,2.0,80.0,2
7063,Thubarahalli,1200.0,2.0,79.55,2
7066,Thubarahalli,975.0,2.0,50.0,2
7069,Thubarahalli,3408.0,5.0,145.0,4
7070,Thubarahalli,1584.0,3.0,101.0,3
7071,Thyagaraja Nagar,800.0,1.0,100.0,1
7072,Thyagaraja Nagar,2000.0,4.0,145.0,5
7073,Thyagaraja Nagar,660.0,1.0,95.0,1
7074,Thyagaraja Nagar,3000.0,6.0,180.0,7
7075,Thyagaraja Nagar,1270.0,2.0,95.25,3
7076,Tindlu,1500.0,2.0,87.0,3
7077,Tindlu,1357.0,2.0,65.0,3
7078,Tindlu,1350.0,2.0,100.0,2
7079,Tindlu,1500.0,3.0,87.0,3
7080,Tindlu,1180.0,2.0,52.0,2
7081,Tindlu,1370.07,3.0,65.0,3
7082,Tindlu,1165.0,2.0,59.8,2
7083,Tindlu,1050.0,2.0,55.0,2
7084,Tindlu,1100.0,2.0,55.0,2
7086,Tumkur Road,1779.0,3.0,112.0,3
7088,Tumkur Road,1098.0,2.0,72.0,2
7089,Tumkur Road,1354.0,3.0,90.0,3
7090,Tumkur Road,1240.0,2.0,84.0,3
7091,Tumkur Road,1239.0,2.0,82.0,2
7092,Tumkur Road,1246.0,2.0,82.0,2
7093,Tumkur Road,1500.0,3.0,100.0,3
7095,Tumkur Road,1416.0,3.0,94.0,3
7096,Tumkur Road,1027.0,2.0,60.0,2
7097,Tumkur Road,1027.0,2.0,68.62,2
7098,Tumkur Road,1459.0,2.0,95.0,3
7099,Tumkur Road,992.0,2.0,60.0,2
7100,Tumkur Road,4800.0,5.0,150.0,5
7102,Tumkur Road,1441.0,2.0,95.0,3
7103,Tumkur Road,1240.0,2.0,83.0,3
7104,Tumkur Road,1027.0,2.0,67.0,2
7106,Tumkur Road,992.0,2.0,70.0,2
7108,Ulsoor,2135.0,3.0,215.0,3
7109,Ulsoor,2700.0,3.0,450.0,3
7110,Ulsoor,1275.0,2.0,120.0,2
7111,Ulsoor,1020.0,3.0,110.0,3
7112,Ulsoor,1200.0,2.0,60.0,2
7113,Ulsoor,1180.0,2.0,100.0,2
7114,Ulsoor,1340.0,3.0,90.0,3
7115,Ulsoor,1500.0,2.0,125.0,3
7116,Ulsoor,2000.0,3.0,185.0,3
7117,Ulsoor,36000.0,4.0,450.0,4
7118,Ulsoor,1255.0,2.0,120.0,2
7120,Ulsoor,1685.0,4.0,185.0,3
7121,Ulsoor,840.0,1.0,150.0,1
7123,Ulsoor,2135.0,3.0,170.0,3
7124,Ulsoor,1160.0,2.0,130.0,2
7126,Uttarahalli,1143.0,2.0,45.0,2
7127,Uttarahalli,1020.0,2.0,45.0,2
7128,Uttarahalli,1286.0,2.0,63.0,2
7129,Uttarahalli,1101.0,2.0,45.0,2
7130,Uttarahalli,1345.0,2.0,67.0,2
7133,Uttarahalli,1175.0,2.0,47.0,2
7136,Uttarahalli,1008.0,2.0,45.0,2
7139,Uttarahalli,1150.0,2.0,49.0,2
7141,Uttarahalli,1200.0,2.0,44.0,2
7144,Uttarahalli,882.0,2.0,30.0,2
7145,Uttarahalli,993.0,2.0,39.71,2
7146,Uttarahalli,1045.0,2.0,45.0,2
7147,Uttarahalli,850.0,2.0,37.93,2
7149,Uttarahalli,3600.0,6.0,120.0,6
7150,Uttarahalli,1788.0,3.0,98.34,3
7152,Uttarahalli,1089.0,2.0,43.55,2
7154,Uttarahalli,1279.0,2.0,48.0,2
7157,Uttarahalli,1155.0,2.0,40.42,2
7158,Uttarahalli,1050.0,2.0,42.0,2
7161,Uttarahalli,1700.0,3.0,88.0,3
7163,Uttarahalli,1085.0,2.0,43.0,2
7165,Uttarahalli,1175.0,2.0,47.0,2
7166,Uttarahalli,1689.28,3.0,91.2,3
7167,Uttarahalli,1175.0,2.0,47.0,2
7168,Uttarahalli,1137.0,2.0,63.0,2
7169,Uttarahalli,1315.0,2.0,74.0,3
7171,Uttarahalli,1325.0,2.0,53.0,2
7172,Uttarahalli,1300.0,2.0,60.0,3
7173,Uttarahalli,850.0,2.0,35.0,2
7174,Uttarahalli,1627.86,3.0,88.0,3
7177,Uttarahalli,1280.0,2.0,75.0,2
7178,Uttarahalli,1134.0,2.0,45.36,2
7182,Uttarahalli,1090.0,2.0,45.0,2
7183,Uttarahalli,1050.0,2.0,42.0,2
7184,Uttarahalli,1123.0,2.0,48.0,2
7186,Uttarahalli,938.0,2.0,35.0,2
7189,Uttarahalli,1100.0,1.0,45.0,2
7190,Uttarahalli,1125.0,2.0,47.0,2
7192,Uttarahalli,1685.0,3.0,85.0,3
7195,Uttarahalli,1180.0,2.0,41.3,2
7196,Uttarahalli,1380.0,2.0,42.0,2
7197,Uttarahalli,1737.0,2.0,95.0,3
7199,Uttarahalli,1160.0,2.0,45.0,2
7200,Uttarahalli,1280.0,2.0,60.0,3
7202,Uttarahalli,1190.0,2.0,53.55,2
7204,Uttarahalli,1560.0,3.0,74.0,3
7206,Uttarahalli,1125.0,2.0,48.0,2
7209,Uttarahalli,1160.0,2.0,40.6,2
7211,Uttarahalli,1163.0,2.0,68.0,2
7213,Uttarahalli,1065.0,2.0,42.59,2
7214,Uttarahalli,1075.0,2.0,46.76,2
7215,Uttarahalli,1155.0,2.0,40.6,2
7216,Uttarahalli,1150.0,2.0,70.0,2
7219,Uttarahalli,1099.0,2.0,65.0,2
7222,Uttarahalli,1180.0,2.0,41.3,2
7225,Uttarahalli,1002.0,2.0,40.08,2
7226,Uttarahalli,1002.0,2.0,40.08,2
7227,Uttarahalli,1075.0,2.0,40.0,2
7229,Uttarahalli,1155.0,2.0,40.43,2
7230,Uttarahalli,1025.0,2.0,35.88,2
7231,Uttarahalli,1125.0,2.0,47.65,2
7232,Uttarahalli,1300.0,2.0,55.0,2
7233,Uttarahalli,1025.0,2.0,35.88,2
7234,Uttarahalli,980.0,2.0,45.0,2
7235,Uttarahalli,1125.0,2.0,47.0,2
7240,Uttarahalli,1175.0,2.0,47.0,2
7244,Uttarahalli,1265.0,2.0,65.0,3
7247,Uttarahalli,1213.0,2.0,48.0,2
7249,Uttarahalli,900.0,2.0,35.0,2
7250,Uttarahalli,1065.0,2.0,42.6,2
7253,Uttarahalli,1125.0,2.0,47.0,2
7256,Uttarahalli,1107.0,2.0,45.0,2
7257,Uttarahalli,1200.0,2.0,55.0,2
7259,Uttarahalli,1460.0,3.0,76.0,3
7261,Uttarahalli,1120.0,2.0,50.0,2
7262,Uttarahalli,1150.0,2.0,46.0,2
7265,Uttarahalli,1050.0,2.0,42.0,2
7266,Uttarahalli,1125.0,2.0,48.0,2
7270,Uttarahalli,1000.0,2.0,52.0,2
7271,Uttarahalli,1037.0,2.0,36.0,2
7273,Uttarahalli,1000.0,2.0,39.5,2
7274,Uttarahalli,1125.0,1.0,45.0,2
7276,Uttarahalli,1160.0,2.0,40.58,2
7277,Uttarahalli,1123.0,2.0,60.0,2
7279,Uttarahalli,1000.0,2.0,35.0,2
7281,Uttarahalli,1125.0,2.0,47.0,2
7282,Uttarahalli,1165.0,1.0,42.09,2
7283,Uttarahalli,1260.0,2.0,55.0,2
7284,Uttarahalli,1284.0,2.0,53.36,2
7285,Uttarahalli,1150.0,2.0,45.99,2
7289,Uttarahalli,1040.0,2.0,36.4,2
7292,Uttarahalli,1075.0,2.0,46.76,2
7294,Varthur,1160.0,2.0,44.0,2
7295,Varthur,1091.0,2.0,34.9,2
7296,Varthur,1385.0,2.0,80.0,2
7297,Varthur,1000.0,1.0,70.0,1
7299,Varthur,1024.0,2.0,42.0,2
7300,Varthur,1125.0,2.0,40.0,2
7301,Varthur,1012.0,2.0,66.5,2
7302,Varthur,1112.0,2.0,40.0,2
7303,Varthur,1055.0,2.0,45.35,2
7304,Varthur,1280.0,2.0,65.0,2
7305,Varthur,977.0,2.0,36.0,2
7306,Varthur,1091.0,2.0,32.0,2
7307,Varthur,1250.0,3.0,71.0,3
7308,Varthur,1200.0,2.0,98.0,3
7309,Varthur,1200.0,3.0,67.75,3
7310,Varthur,1111.0,2.0,41.88,2
7311,Varthur,1097.0,2.0,33.82,2
7312,Varthur,1140.0,2.0,55.5,2
7313,Varthur,1012.0,2.0,59.0,2
7314,Varthur,1600.0,4.0,112.0,4
7315,Varthur,1140.0,2.0,39.9,2
7316,Varthur,1090.0,2.0,48.0,2
7317,Varthur,1450.0,3.0,71.0,3
7318,Varthur,1210.0,2.0,60.0,2
7319,Varthur,1070.0,2.0,46.0,2
7320,Varthur,1360.0,2.0,85.0,3
7321,Varthur,1083.0,2.0,28.0,2
7322,Varthur,965.0,2.0,34.0,2
7323,Varthur,1120.0,2.0,44.24,2
7324,Varthur,1395.0,2.0,79.0,3
7325,Varthur,1085.0,2.0,45.0,2
7326,Varthur,1250.0,2.0,47.0,2
7327,Varthur,1200.0,3.0,68.38,3
7329,Varthur,1155.0,2.0,60.0,2
7330,Varthur,1035.0,2.0,60.0,2
7331,Varthur,1100.0,2.0,72.0,2
7332,Varthur,1091.0,2.0,33.82,2
7333,Varthur,1155.0,2.0,39.0,2
7334,Varthur,1180.0,2.0,55.0,2
7336,Varthur,986.0,2.0,30.0,2
7337,Varthur,1045.0,2.0,40.65,2
7338,Varthur,1155.0,2.0,39.0,2
7339,Varthur,674.0,1.0,19.9,2
7341,Varthur,1210.0,2.0,64.15,2
7342,Varthur,1402.0,2.0,95.0,2
7343,Varthur,1105.0,2.0,38.0,2
7344,Varthur,1560.0,3.0,90.0,3
7345,Varthur,1760.0,2.0,85.0,2
7346,Varthur,1210.0,2.0,54.0,2
7347,Varthur,1112.0,2.0,40.0,2
7348,Varthur,986.0,2.0,31.0,2
7350,Varthur,1000.0,1.0,65.0,2
7352,Varthur Road,1083.0,2.0,61.75,2
7353,Varthur Road,900.0,2.0,27.0,2
7354,Varthur Road,1300.0,3.0,75.0,4
7355,Varthur Road,1277.0,2.0,59.0,2
7357,Varthur Road,1050.0,2.0,42.7,2
7358,Varthur Road,1255.0,2.0,52.76,2
7359,Varthur Road,1033.0,2.0,32.0,2
7360,Varthur Road,1140.0,2.0,49.11,2
7361,Varthur Road,850.0,2.0,25.4,2
7363,Vasanthapura,1022.0,2.0,40.0,2
7364,Vasanthapura,995.0,2.0,34.82,2
7365,Vasanthapura,995.0,2.0,34.82,2
7366,Vasanthapura,1500.0,2.0,65.0,2
7367,Vasanthapura,1037.0,2.0,36.28,2
7368,Vasanthapura,978.0,2.0,34.22,2
7369,Vasanthapura,1037.0,2.0,36.28,2
7370,Vidyaranyapura,1440.0,2.0,95.0,2
7371,Vidyaranyapura,1062.0,2.0,38.0,2
7372,Vidyaranyapura,1200.0,2.0,55.0,2
7373,Vidyaranyapura,1200.0,4.0,90.0,4
7375,Vidyaranyapura,1060.0,2.0,55.0,2
